Time,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount,Class
10990,-0.978969489583306,0.891371058527791,2.31953487852286,-0.36644252574796,-0.0644284624348069,-0.701253204921447,0.287478640049507,-0.277377742854159,0.889065107143445,-0.888369299985104,0.798600835419164,-1.86486728079157,3.34244804514508,0.979709964122475,0.285232961523083,0.255231666478148,0.25199570663318,0.114434499637662,-0.141914987882041,0.0238122079238867,0.0166479165722379,0.289814017186599,-0.354844000576512,0.451382157593924,0.146643200509974,1.03580844468919,-0.28571471112476,0.0676393028115307,12.95,0
10990,1.18797616119661,-0.150266068136248,0.950144107416802,0.273608954615173,-1.00812050732046,-0.668541141099236,-0.633928263190661,0.0135312176890657,1.68528139912936,-0.308360096560234,2.27314500088701,-2.39121325186433,0.201109641281478,1.97625256250294,0.0250931449998282,0.69248783590433,0.202147757815486,0.763695985454647,-0.181124455133041,-0.170890161086648,-0.0181738134738465,0.0995653404441515,0.0147978058852351,0.512314924372665,0.0996703818512229,1.00609786335305,-0.10253367673357,-0.00545935961862868,15.95,0
10991,-0.291467109715578,0.848939237641923,1.85325945910179,0.0579203681148648,-0.438931364449271,-0.59737301698046,0.200132571529306,-0.201451190077633,1.10138936654288,-0.656723392143463,0.57934538299488,-2.49477389658193,2.18284890307437,1.31840747490638,0.63762398594322,0.0840441509727263,0.503038813997015,0.362604255077979,0.402474335230219,0.037224418700159,0.0762640263444771,0.488248384461216,-0.0767961552991336,0.429956419255506,-0.734458489262292,1.01107307995859,-0.056456064747675,0.145632806098899,14.95,0
10991,-0.362454172158612,0.475100452978943,1.57959327109782,-0.891770705583906,0.0067484234705192,-0.451605673440217,0.167889084484001,0.0427881555557431,1.1572050774977,-0.903575890079862,1.66882440789467,-2.24049679536656,1.24025452470732,1.61232642218561,-0.82372864847699,0.956848902819777,-0.359214618218935,0.912082724404392,-0.606932346269787,-0.130136881586076,0.11706953428319,0.479415950803434,-0.0262883852474576,-0.00676155091609645,-0.877069512428834,0.75205524361927,0.0617398879446833,0.160530766274102,15.95,0
10992,1.34531614825158,-0.0181774147817114,0.290021623176024,-0.00606470430026376,-0.125985638613429,-0.026471044083091,-0.449741562708247,-0.126616534772494,1.79459155522969,-0.525464551887623,-0.567848929623608,-2.69654604459746,2.28491812493677,1.34129227997658,0.65521883682432,0.883889350853934,-0.228953123976364,0.581674685699391,0.122652676002171,-0.0193554606548415,-0.155715674129933,-0.168734750000942,-0.191034745944149,-0.980376587990233,0.402361795434879,1.11665745046241,-0.0896813969592316,-0.00773165767888027,15.95,0
10992,1.20887254696498,-0.228873527818627,0.516675722772037,0.225931156111511,-0.575962001721846,-0.218116412778859,-0.431631022582146,-0.00373378846176118,1.95150068111518,-0.546893937406692,1.50745205435196,-1.88339263275129,0.739229853663239,1.54860489426099,-1.62442707701002,-0.061791210140772,0.59906088637943,0.264199540551436,0.670910217522975,-0.125625921836237,-0.234264453889197,-0.294811135515653,-0.107318808558676,0.0162085911949086,0.399850960465667,1.07737654587134,-0.106665164655864,-0.0186768984756343,24.35,0
10993,1.24197956107768,-0.0931446501295677,0.394473463844152,-0.054619938052036,-0.150662136034975,0.188103925981768,-0.47680291481408,-0.0341473713368599,1.42619140578446,-0.38515788591961,1.44008508962401,-1.61391210859709,2.75880100458,1.43858805722336,-0.124587037073836,0.987792182903466,-0.428702555883503,0.933092123397338,0.313374279349511,0.0692761096114742,-0.0679564467968615,0.0230176740696488,-0.202263831308087,-0.783881433616894,0.35296754063342,1.08035976838349,-0.0936606644087158,-0.0102657309747928,39,0
10993,1.29747993564111,-0.102322231285668,0.327878316350277,-0.102079042089892,-0.14296563769531,0.249701075573318,-0.584280767649162,0.0439345004587083,1.60399641579032,-0.342435024983312,1.10604907649077,-2.24477304391913,1.70319326689936,1.63843290904726,0.0033045573290955,1.08416171504664,-0.428350485259467,1.11546169333122,0.390988467803057,-0.0414959650629928,-0.105331546809055,-0.0840891713446022,-0.189623640188934,-0.981946995076338,0.347155077170856,1.0967980691352,-0.0965895162251787,-0.0182941994180592,15.95,0
10993,-0.656812825640278,-0.335557684939085,1.39260959204963,-0.238075735889796,1.54183799488744,0.153548779310866,-0.335491196338842,-0.0745221509343303,1.02597054999343,-0.318166947527706,0.902316481746351,-2.08737176608675,2.97811478030533,1.16628731569443,0.0571712198032781,0.663468461813443,-0.48806168583656,1.36195324401191,1.34684854520616,0.492621619262447,0.0346374512999284,0.300446610205794,-0.153503218514187,-1.34343529616943,-0.484665724201375,1.08327505428258,-0.126472731118676,-0.0820750431931201,15.95,0
10993,1.30813864816029,-0.107937363474583,0.16263692126855,-0.191695847432072,0.0813483378289758,0.489165748161782,-0.549243067342836,0.0404258875225828,1.55960630813943,-0.359686589843437,0.833468766787837,-2.12733875976096,2.23794365102527,1.52448045269288,-0.017730363607477,1.17830842094212,-0.597635527312124,1.18870598168052,0.53325949207378,0.0193250763075429,-0.120407424815055,-0.123271158956596,-0.251761748263297,-1.36280173549411,0.412063060129208,1.11867951818786,-0.0957708344123788,-0.0197198722001787,24.95,0
10993,1.22815042232073,-0.146629518461543,0.727105818733565,0.142268825788984,-0.721489297153388,-0.348130818843103,-0.633773563748384,0.0382935044346237,1.69070865769132,-0.31332583265731,1.82674812328355,-2.45956474571616,0.50255541207549,1.90227619035603,0.0424349882351404,0.840112223182154,-0.00580895688618167,0.914356184795906,0.0208577622819761,-0.141656380086403,-0.0518925602496709,0.0168756657256109,-0.0526668231170525,-0.00726892566964122,0.179213453495046,1.03824966905428,-0.101789550204642,-0.0105159577340972,14.95,0
10994,-0.572483152837362,0.277280983043725,2.04755863892637,-0.911272180007315,0.217885278294331,-0.439170559139313,0.26190024419075,-0.101745339878503,1.2831506960933,-0.756194949242076,1.68493873877655,-2.73915652727586,0.513160430109375,1.53763978120857,-0.600751462319883,0.886460308329369,-0.364901140625151,0.975065550554406,-0.503577706943197,-0.0262102426113977,0.0194546713634896,0.27266565196986,-0.177104926864265,-0.0115141689027753,-0.391261697303001,0.826795153946769,-0.180912572768619,-0.122507675584444,15.95,0
10995,1.24580499940989,-0.0435634899077449,0.861961545152417,0.333656264319421,-0.891479637774564,-0.857034796959579,-0.477755738741083,-0.168756987843578,1.83047914474354,-0.501829826150067,0.537499438053599,-2.69586401770709,1.16936599265197,1.59871605162569,0.647352571521928,0.515501082669645,0.330626073693434,0.230518536928386,-0.399847683665673,-0.121058447162064,-0.073473405297592,0.0191576682625875,-0.00803688250305708,0.385468667231833,0.185570719228318,1.03330846083533,-0.0934378905143946,0.0044806202416207,15.95,0
10995,-0.517114183193081,0.598992808820166,1.9760996089297,-0.497616207833779,-0.0368532262488885,-0.236287081956352,0.115152157422704,0.0502801711673401,0.848317336851587,-0.829420048024452,1.87014559818593,-2.10679433778781,1.71339705141682,1.56292220178822,-0.31857256387315,0.644440654529132,-0.0486739103628677,0.946722398711097,0.213101291624139,0.0413751183477271,0.0662149929790579,0.354655122380019,-0.193928165112995,0.0287353169810421,-0.300335441885287,0.986628886008632,-0.000647252611773189,0.0926932491981603,14.95,0
10995,-0.279538139204078,0.624202606622099,1.73300955215796,-0.943508504006509,0.404433526395309,-0.334628858778005,0.597375556303054,-0.35489754860753,1.30672794139355,-0.950441946058811,-0.140203785692321,-2.53507752660539,2.67986458590888,0.913067154557807,-0.102829086901299,0.737999595738865,-0.419663701329577,0.401039008920491,-0.604268439015852,0.0484576891211637,-0.0398523962581436,0.305707503775913,-0.233427340700411,-0.427431533079081,-0.433794893732755,0.839931092656477,-0.13114357757437,-0.094206593929464,15.95,0
10995,1.13815701639808,-0.311495253556871,0.660492305507131,0.117179688343299,-0.607096429191613,0.117903659010087,-0.716835125484216,0.201808295816329,1.76710944250166,-0.352561089401508,1.95464118681952,-2.66479023356122,-0.0606241755556245,2.04503852928026,0.357504233141498,0.576613236516705,0.304460382507481,0.53765608426384,-0.341386368034013,-0.159518184885238,-0.0160121957459804,0.0736633175019722,-0.0378089626935546,-0.332479571279755,0.079063196316275,1.06723670997074,-0.0934313310790776,-0.0109191561753348,39,0
10996,1.28793624453866,-0.0662817920810747,0.407115949138636,-0.0674610538110285,-0.188429823866892,0.163057246654716,-0.555459869658501,0.0112361820770621,1.53334413784485,-0.353720696237409,1.32224653092478,-1.98132188268959,2.06554615155706,1.5702562215374,-0.0520210160042947,1.0169381643418,-0.390044964929504,1.01269256415246,0.325707237057302,-0.0238432346619562,-0.0904505337748181,-0.0207138509212474,-0.172796533569325,-0.803978819756504,0.338486537052405,1.08523353338018,-0.093620435987349,-0.0159329420924471,14.95,0
10996,1.14369875671422,-0.198892889791351,0.931460428839938,0.288985203896317,-1.00011003194082,-0.65205026874721,-0.579969821628474,-0.0120221405184685,1.63040644079776,-0.329213738784227,2.33222223702286,-2.20705425917605,0.549702677778402,1.91291449641321,-0.00980292653394531,0.679368982476487,0.183145821572394,0.726154647207514,-0.190812211365388,-0.101878514437586,-0.000246382458044303,0.115612239524707,-0.00965327248769097,0.522929337505932,0.102862774010896,1.00248513938824,-0.104636931071004,-0.000706106023241909,39,0
10996,1.20208529246923,-0.10248084478952,0.83462125197971,0.346712876718014,-0.887634421364583,-0.832203753540428,-0.434323663436861,-0.184296712704316,1.7966171023415,-0.518779973207603,0.566896728053517,-2.58770772090334,1.38218273055232,1.56203481976646,0.628832063103595,0.511270613485944,0.316608558637212,0.212662837561824,-0.405886848137913,-0.0600609353758431,-0.0576690549653873,0.0216784726786487,-0.030993641995517,0.399488084482126,0.18535092785048,1.0299322102494,-0.0965400745787746,0.00900246344114699,39,0
